Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,geometry
Ou Zongrong & family,2.7,China,real estate,1174,57,"Shanghai, China",China,,,,TRUE,POINT (121.4692071 31.2322758)
Sean Parker,2.7,United States,Facebook,1174,41,"Los Angeles, California",United States,Married,2,"Diploma, High School",TRUE,POINT (-118.242766 34.0536909)
Richard Peery,2.7,United States,real estate,1174,82,"Palo Alto, California",United States,Married,4,"Bachelor of Arts/Science, Brigham Young University",TRUE,POINT (-122.1598465 37.4443293)
"H. Ross Perot, Jr.",2.7,United States,real estate,1174,62,"Dallas, Texas",United States,Married,4,"Bachelor of Arts/Science, Vanderbilt University",FALSE,POINT (-96.7968559 32.7762719)
Su Suyu & family,2.7,China,"utilities, real estate",1174,72,"Shantou, China",China,,,,TRUE,POINT (116.6775918 23.356377)
Sun Shoukuan,2.7,China,"metals, coal",1174,71,"Yingkou, China",China,Married,2,,TRUE,POINT (122.2357736 40.6747155)
Harley Sy,2.7,Philippines,diversified,1174,61,"Manila, Philippines",Philippines,Married,,"Bachelor of Science, De La Salle University",FALSE,POINT (120.9809674 14.5907332)
"Henry Sy, Jr.",2.7,Philippines,diversified,1174,68,"Manila, Philippines",Philippines,Married,3,"Bachelor of Science, De La Salle University",FALSE,POINT (120.9809674 14.5907332)
Teresita Sy-Coson,2.7,Philippines,diversified,1174,70,"Manila, Philippines",Philippines,Widowed,3,"Bachelor of Science, Assumption College",FALSE,POINT (120.9809674 14.5907332)
Tao Yuequn,2.7,China,Contact Lens,1174,61,"Hefei, China",China,,,,TRUE,POINT (117.2218033 31.8228094)
Tong Jinquan,2.7,China,real estate,1174,66,"Shanghai, China",China,Married,2,,TRUE,POINT (121.4692071 31.2322758)
Tsai Ming-kai,2.7,Taiwan,semiconductors,1174,71,"Hsinchu, Taiwan",Taiwan,Married,2,"Bachelor of Engineering, National Taiwan University; Master of Science in Engineering, University of Cincinnati",TRUE,POINT (120.9686833 24.8066333)
Yitzhak Tshuva,2.7,Israel,real estate,1174,72,"Netanya, Israel",Israel,Married,5,,TRUE,POINT (34.8566246 32.3286181)
Oprah Winfrey,2.7,United States,TV shows,1174,67,"Montecito, California",United States,In Relationship,,"Bachelor of Arts/Science, Tennessee State University",TRUE,POINT (-117.1010783 33.4904195)
Zhang Wanzhen,2.7,China,electronics components,1174,71,"Chaozhou, China",China,,,,TRUE,POINT (116.6205482 23.6566146)
Mortimer Zuckerman,2.7,United States,"real estate, media",1174,83,"New York, New York",United States,Divorced,2,"LLM, Harvard University; Bachelor of Arts/Science, McGill University; Master of Business Administration, University of Pennsylvania, The Wharton School",TRUE,POINT (-74.00601519999999 40.7127281)
Brian Acton,2.6,United States,WhatsApp,1205,49,"Palo Alto, California",United States,Married,1,"Bachelor of Arts/Science, Stanford University",TRUE,POINT (-122.1598465 37.4443293)
Rajendra Agarwal,2.6,India,pharmaceuticals,1205,,"Mumbai, India",India,,,,TRUE,POINT (72.8773928 19.0759899)
John Armitage,2.6,Ireland,hedge funds,1205,61,"London, United Kingdom",Ireland,,,,TRUE,POINT (-0.1276474 51.5073219)
Banwari Lal Bawri,2.6,India,pharmaceuticals,1205,68,"Mumbai, India",India,Married,2,,TRUE,POINT (72.8773928 19.0759899)
Girdhari Lal Bawri,2.6,India,pharmaceuticals,1205,73,"Mumbai, India",India,Married,3,,TRUE,POINT (72.8773928 19.0759899)
Guilherme Benchimol,2.6,Brazil,financial services,1205,44,"Rio de Janeiro, Brazil",Brazil,Single,2,"Bachelor of Arts/Economics, Universidade Federal do Rio de Janeiro",TRUE,POINT (-43.2093727 -22.9110137)
Cai Dongchen,2.6,China,pharmaceuticals,1205,68,"Luancheng, China",China,,,"Master, Chinese Academy of Social Sciences; Master of Business Administration, Nankai University",TRUE,POINT (114.6519713 37.8845246)
Choo Chong Ngen,2.6,Singapore,hotels,1205,68,"Singapore, Singapore",Singapore,Married,4,,TRUE,POINT (103.8194992 1.357107)
Abilio dos Santos Diniz,2.6,Brazil,retail,1205,84,"Sao Paulo, Brazil",Brazil,Married,6,"Bachelor of Arts/Science, Fundacao Getulio Vargas",FALSE,POINT (-46.6333824 -23.5506507)
"John Dorrance, III.",2.6,Ireland,Campbell Soup,1205,77,"Dublin, Ireland",Ireland,Married,2,,FALSE,POINT (-6.2602732 53.3497645)
Bruce Flatt,2.6,Canada,money management,1205,55,"Toronto, Canada",Canada,Married,,"B.Com, University of Manitoba",TRUE,POINT (-79.3839347 43.6534817)
Stein Erik Hagen,2.6,Norway,consumer goods,1205,64,"Oslo, Norway",Norway,Married,4,,TRUE,POINT (10.7389701 59.9133301)
Caroline Hagen Kjos,2.6,Norway,conglomerate,1205,37,"Wollerau, Switzerland",Norway,Married,2,,FALSE,POINT (8.719459499999999 47.1957261)
Hortensia Herrero,2.6,Spain,supermarkets,1205,70,"Valencia, Spain",Spain,Married,4,,FALSE,POINT (-0.3763353 39.4697065)
Anthony Hsieh,2.6,United States,mortgage lender,1205,56,"Newport Beach, California",United States,Divorced,,"Bachelor of Business Administration, California State Fullerton",TRUE,POINT (-117.9294401 33.6170092)
Hal Jackman,2.6,Canada,"insurance, investments",1205,88,"Toronto, Canada",Canada,Married,5,,TRUE,POINT (-79.3839347 43.6534817)
Brad Kelley,2.6,United States,tobacco,1205,64,"Franklin, Tennessee",United States,Married,3,"Diploma, High School; Drop Out, Western Kentucky University",TRUE,POINT (-86.8689419 35.925206)
Raj Kumar & Kishin RK,2.6,Singapore,real estate,1205,66,"Singapore, Singapore",Singapore,Married,1,,FALSE,POINT (103.8194992 1.357107)
Adam Kwok,2.6,Hong Kong,real estate,1205,38,"Hong Kong, Hong Kong",Hong Kong,,,"Master of Business Administration, Harvard Business School; Bachelor of Science in Engineering, Stanford University",FALSE,POINT (114.1628131 22.2793278)
Lai Shixian,2.6,China,sports apparel,1205,46,"Quanzhou, China",China,Married,,,TRUE,POINT (118.6723605 24.8755492)
Stephen Lansdown,2.6,Guernsey,financial services,1205,68,"St. Peter Port, Guernsey",Guernsey,Married,2,,TRUE,POINT (-2.5389979 49.4568142)
K.C. Liu,2.6,Taiwan,manufacturing,1205,67,"Taipei, Taiwan",Taiwan,Married,2,"Bachelor of Engineering, National Chiao Tung University",TRUE,POINT (121.5636796 25.0375198)
Aloke Lohia,2.6,India,petrochemicals,1205,62,"Bangkok, Thailand",India,Married,3,,FALSE,POINT (100.4930399 13.7544238)
Kalanithi Maran,2.6,India,media,1205,55,"Chennai, India",India,Married,1,"Master of Business Administration, University of Scranton",TRUE,POINT (80.270186 13.0836939)
C. Dean Metropoulos,2.6,United States,investments,1205,75,"Palm Beach, Florida",United States,Married,2,"Bachelor of Arts/Science, Babson College; Master of Business Administration, Babson College",TRUE,POINT (-80.4494174 26.6279798)
Yuji Otsuka,2.6,Japan,"copy machines, software",1205,67,"Tokyo, Japan",Japan,,,,FALSE,POINT (139.7594549 35.6828387)
Daniel Pritzker,2.6,United States,"hotels, investments",1205,61,"Marin County, California",United States,Married,5,"Doctor of Jurisprudence, Northwestern University; Bachelor of Arts/Science, Tufts University",FALSE,POINT (-122.6199638 38.0409144)
Ren Jianhua,2.6,China,kitchen appliances,1205,64,"Hangzhou, China",China,Married,,,TRUE,POINT (120.2052342 30.2489634)
Alexey Repik,2.6,Russia,pharmaceuticals,1205,41,"Moscow, Russia",Russia,Married,3,"Master of Science, The National Research University Higher School of Economics",TRUE,POINT (37.6174943 55.7504461)
Steven Sarowitz,2.6,United States,payroll software,1205,55,"Highland Park, Illinois",United States,Married,,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign",TRUE,POINT (-87.80034379999999 42.1816919)
Yuri Shefler,2.6,Russia,alcohol,1205,53,"Geneva, Switzerland",Russia,Married,4,"Bachelor of Arts/Science, Plekhanov Russian University of Economics",TRUE,POINT (6.1466014 46.2017559)
Shum Chiu Hung & family,2.6,China,real estate,1205,,"Guangzhou, China",China,Married,,"EMBA, Fudan University",TRUE,POINT (113.2592945 23.1301964)
Stephen Smith,2.6,Canada,finance and investments,1205,69,"Toronto, Canada",Canada,Married,3,"Bachelor of Science in Engineering, Queens University",TRUE,POINT (-79.3839347 43.6534817)
Dan Snyder,2.6,United States,Washington Redskins,1205,56,"Potomac, Maryland",United States,Married,3,"Drop Out, University of Maryland",TRUE,POINT (-78.83891 39.5675895)
Helmut Sohmen,2.6,Austria,shipping,1205,81,"Hong Kong, Hong Kong",Austria,Married,3,"Doctor of Jurisprudence, Southern Methodist University; Bachelor of Arts/Science, University of Vienna",FALSE,POINT (114.1628131 22.2793278)
Tung Chee Hwa,2.6,Hong Kong,shipping,1205,83,"Hong Kong, Hong Kong",Hong Kong,Married,3,"Bachelor of Science in Engineering, University of Liverpool",FALSE,POINT (114.1628131 22.2793278)
Pieter van der Does,2.6,Netherlands,payments software,1205,52,"Amsterdam, Netherlands",Netherlands,Married,,,TRUE,POINT (4.8936041 52.3727598)
Wim van der Leegte,2.6,Netherlands,manufacturing,1205,73,"Eindhoven, Netherlands",Netherlands,Married,3,,FALSE,POINT (5.478633 51.4392648)
Evan Williams,2.6,United States,Twitter,1205,49,"San Francisco, California",United States,Married,2,"Drop Out, University of Nebraska Lincoln",TRUE,POINT (-122.419906 37.7790262)
Wu Guangming,2.6,China,medical equipment,1205,59,"Danyang, China",China,Married,1,"EMBA, China Europe International Business School",TRUE,POINT (119.6012702 32.0109736)
Yang Yuanxi,2.6,China,video streaming app,1205,,"Beijing, China",China,,,,TRUE,POINT (116.3912757 39.906217)
Yu Qibing & family,2.6,China,glass,1205,55,"Ningbo, China",China,,,,TRUE,POINT (121.6203873 29.8622194)
Charles Zegar,2.6,United States,Bloomberg LP,1205,73,"New York, New York",United States,Married,,"Bachelor of Arts/Science, Long Island University; Master of Science, New York University",TRUE,POINT (-74.00601519999999 40.7127281)
Zhaojiang Zhu,2.6,China,Smartphones,1205,47,"Shenzhen, China",China,,,,TRUE,POINT (114.0543297 22.555454)
John Arrillaga,2.5,United States,real estate,1249,84,"Portola Valley, California",United States,"Widowed, Remarried",2,"Bachelor of Arts/Science, Stanford University",TRUE,POINT (-122.219047 37.3736298)
Carol Jenkins Barnett,2.5,United States,Publix supermarkets,1249,64,"Lakeland, Florida",United States,Married,2,"Bachelor of Arts/Science, Florida Southern College",FALSE,POINT (-81.9498042 28.0394654)
William Berkley,2.5,United States,insurance,1249,74,"Coconut Grove, Florida",United States,Married,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, New York University",TRUE,POINT (-80.2388468 25.7398164)
Markus Blocher,2.5,Switzerland,chemicals,1249,50,"Wilen bei Wollerau, Switzerland",Switzerland,,7,,FALSE,POINT (8.734379499999999 47.1976363)
Andrei Bokarev,2.5,Russia,"metals, mining",1249,54,"Moscow, Russia",Russia,Married,1,"Bachelor of Arts/Science, Finance Academy under the Government of the Russian Federation",TRUE,POINT (37.6174943 55.7504461)
Jim Breyer,2.5,United States,venture capital,1249,59,"Austin, Texas",United States,Married,3,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Stanford University",TRUE,POINT (-97.74369950000001 30.2711286)
Charles Bronfman,2.5,Canada,liquor,1249,89,"Montreal, Canada",Canada,"Widowed, Remarried",2,"Bachelor of Arts/Science, McGill University",FALSE,POINT (-73.61036420000001 45.4972159)
Byju Raveendran and Divya Gokulnath,2.5,India,education technology,1249,39,"Bangalore, India",India,Married,2,,TRUE,POINT (77.59129969999999 12.9791198)
Chang Jing,2.5,China,technology,1249,38,"Beijing, China",China,,,,TRUE,POINT (116.3912757 39.906217)
Leon G. Cooperman,2.5,United States,hedge funds,1249,78,"Boca Raton, Florida",United States,Married,2,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Hunter College",TRUE,POINT (-80.0830984 26.3586885)
Jose Luis Cutrale,2.5,Brazil,orange juice,1249,74,"Sao Paulo, Brazil",Brazil,Married,2,,FALSE,POINT (-46.6333824 -23.5506507)
Gerald Ford,2.5,United States,banking,1249,76,"Dallas, Texas",United States,Married,6,"Bachelor of Arts/Science, Southern Methodist University; Doctor of Jurisprudence, Southern Methodist University",TRUE,POINT (-96.7968559 32.7762719)
Phillip Frost,2.5,United States,pharmaceuticals,1249,84,"Miami Beach, Florida",United States,Married,,"Bachelor of Arts/Science, University of Pennsylvania; Medical Doctor, Yeshiva U Albert Einstein College of Medicine",TRUE,POINT (-80.13530059999999 25.7929198)
Mikhail Gutseriev,2.5,Russia,"oil, real estate",1249,63,"Moscow, Russia",Russia,Married,2,"Bachelor of Arts/Science, Kazakh Technological Institute",TRUE,POINT (37.6174943 55.7504461)
Hans-Werner Hector,2.5,Germany,SAP,1249,81,"Weinheim, Germany",Germany,Married,,"Master of Science, University of Saarland",TRUE,POINT (8.6717458 49.5462349)
Hu Kun,2.5,China,medical equipment,1249,51,"Qinhuangdao, China",China,,,,TRUE,POINT (119.5894129 39.9395724)
"Jeremy Jacobs, Sr. & family",2.5,United States,food service,1249,81,"East Aurora, New York",United States,Married,6,"Bachelor of Arts/Science, SUNY Buffalo",FALSE,POINT (-78.6177611 42.7689141)
Mark & Robyn Jones,2.5,United States,insurance,1249,,"Westlake, Texas",United States,Married,6,,TRUE,POINT (-97.1943701 32.991226)
Hans Langer,2.5,Germany,3D printing,1249,69,Germany,Germany,Married,2,,TRUE,POINT (10.4234469 51.0834196)
Lee Hae-jin,2.5,South Korea,Internet,1249,53,"Seoul, South Korea",South Korea,Married,2,"Master of Science, Korea Advanced Institute of Science and Technology; Bachelor of Arts/Science, Seoul National University",TRUE,POINT (126.9782914 37.5666791)
Liang Feng,2.5,China,manufacturing,1249,52,"Shanghai, China",China,Married,,,TRUE,POINT (121.4692071 31.2322758)
Lin Ming-hsiung,2.5,Taiwan,supermarkets,1249,71,"Taipei, Taiwan",Taiwan,Married,2,,TRUE,POINT (121.5636796 25.0375198)
Mohamed Mansour,2.5,Egypt,diversified,1249,73,"Cairo, Egypt",Egypt,Married,2,"Master of Business Administration, Auburn University",TRUE,POINT (31.2357257 30.0443879)
Harsh Mariwala,2.5,India,consumer goods,1249,69,"Mumbai, India",India,Married,2,"Bachelor of Arts/Science, Bombay University",FALSE,POINT (72.8773928 19.0759899)
Najib Mikati,2.5,Lebanon,telecom,1249,65,"Beirut, Lebanon",Lebanon,Married,3,"Bachelor of Arts/Science, American University of Beirut, Lebanon; Master of Business Administration, American University of Beirut, Lebanon",TRUE,POINT (35.47843 33.8959203)
Taha Mikati,2.5,Lebanon,telecom,1249,76,"Beirut, Lebanon",Lebanon,Married,3,"Bachelor of Arts/Science, American University of Beirut, Lebanon",TRUE,POINT (35.47843 33.8959203)
Pedro Moreira Salles,2.5,Brazil,"banking, minerals",1249,61,"Sao Paulo, Brazil",Brazil,Married,2,"Bachelor of Arts/Science, University of California, Los Angeles",FALSE,POINT (-46.6333824 -23.5506507)
José Neves,2.5,Portugal,luxury fashion,1249,46,"London, United Kingdom",Portugal,,,,TRUE,POINT (-0.1276474 51.5073219)
Jerry Ng,2.5,Indonesia,banking,1249,56,"Jakarta, Indonesia",Indonesia,,,"Bachelor of Business Administration, University of Washington",TRUE,POINT (106.827183 -6.1753942)
Nandan Nilekani,2.5,India,software services,1249,65,"Bangalore, India",India,Married,2,"Bachelor of Arts/Science, Indian Institute of Technology",TRUE,POINT (77.59129969999999 12.9791198)
Ravi Pillai,2.5,India,construction,1249,67,"Dubai, United Arab Emirates",India,Married,2,,TRUE,POINT (55.1885387 25.0742823)
Victor Pinchuk,2.5,Ukraine,"steel pipes, diversified",1249,60,"Kiev, Ukraine",Ukraine,Married,4,"Doctorate, Dniepropetrovsk Metallurgical Institute",TRUE,POINT (30.5241361 50.4500336)
Matthew Prince,2.5,United States,cybersecurity,1249,46,"Park City, Utah",United States,Married,,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Trinity College Connecticut; Doctor of Jurisprudence, University of Chicago",TRUE,POINT (-111.4979741 40.6460635)
John Pritzker,2.5,United States,"hotels, investments",1249,67,"San Francisco, California",United States,Divorced,3,"Bachelor of Arts/Science, Menlo College",FALSE,POINT (-122.419906 37.7790262)
Rajan Raheja & family,2.5,India,diversified,1249,66,"Mumbai, India",India,Married,2,"Bachelor of Arts/Science, Bombay University",FALSE,POINT (72.8773928 19.0759899)
Matthias Reinhart,2.5,Switzerland,finance,1249,61,"Zurich, Switzerland",Switzerland,,,,TRUE,POINT (8.5410422 47.3744489)
Ruan Shuilong & family,2.5,China,chemicals,1249,85,"Shangyu, China",China,,,,TRUE,POINT (120.8641815 30.0348513)
Rodney Sacks,2.5,United States,energy drinks,1249,71,"Laguna Beach, California",United States,,,"Law Degree, University of Witwatersrand",TRUE,POINT (-117.785366 33.5426975)
Carlos Sanchez,2.5,Brazil,generic drugs,1249,59,"Santo Andre, Brazil",Brazil,Married,,,FALSE,POINT (-46.5322504 -23.6573395)
Kavitark Ram Shriram,2.5,United States,"venture capital, Google",1249,64,"Menlo Park, California",United States,Married,2,"Bachelor of Arts/Science, University of Madras",TRUE,POINT (-122.1779927 37.4519671)
André Street,2.5,Brazil,fintech,1249,37,Brazil,Brazil,Married,,"Bachelor of Arts/Economics, Fundacao Getulio Vargas; Certificate, Harvard Business School",TRUE,POINT (-53.2 -10.3333333)
Sun Mengquan & family,2.5,China,edible oil,1249,71,"Yantai, China",China,,,,TRUE,POINT (121.4425255 37.461928)
Daniel Sundheim,2.5,United States,hedge funds,1249,44,"New York, New York",United States,Married,,,TRUE,POINT (-74.00601519999999 40.7127281)
Torsten Toeller,2.5,Germany,pet food,1249,55,"Krefeld, Germany",Germany,Married,,,TRUE,POINT (6.5623343 51.3331205)
Peter Unger,2.5,Germany,auto repair,1249,76,"Neustadt an der Waldnaab, Germany",Germany,Married,2,,TRUE,POINT (12.1732938 49.7314121)
Wang Wenmo,2.5,China,sports apparel,1249,64,"Quanzhou, China",China,,,,TRUE,POINT (118.6723605 24.8755492)
Xie Juhua & family,2.5,China,pharmaceuticals,1249,70,"Nanjing, China",China,Widowed,,,FALSE,POINT (118.7916458 32.0609736)
Xu Shaochun,2.5,China,software,1249,58,"Shenzhen, China",China,,,,TRUE,POINT (114.0543297 22.555454)
Eddie & Sol Zakay,2.5,United Kingdom,real estate,1249,,"Monaco, Monaco",United Kingdom,Married,,,TRUE,POINT (7.4276832 43.7323492)
Zhao Tao,2.5,Singapore,pharmaceuticals,1249,55,"Xi'an, China",Singapore,Married,,"Master of Business Administration, Fordham University",FALSE,POINT (108.9352154 34.3430507)
Michael Ashley,2.4,United Kingdom,sports retailing,1299,56,"Hertfordshire, United Kingdom",United Kingdom,Divorced,,,TRUE,POINT (-0.0978552 51.8400523)
Yvonne Bauer,2.4,Germany,media,1299,44,"Hamburg, Germany",Germany,Married,,,FALSE,POINT (10.000654 53.550341)
Alberto Bombassei,2.4,Italy,automotive brakes,1299,80,"Bergamo, Italy",Italy,Married,2,,FALSE,POINT (9.7542192 45.7566557)
Richard Chandler,2.4,New Zealand,investments,1299,62,"Singapore, Singapore",New Zealand,Married,,,FALSE,POINT (103.8194992 1.357107)
David Chen,2.4,Singapore,online games,1299,40,"Singapore, Singapore",Singapore,,,"Bachelor of Science, National University of Singapore",TRUE,POINT (103.8194992 1.357107)
Chen Jinxia,2.4,China,investments,1299,53,"Shanghai, China",China,Widowed,,"Bachelor of Arts/Science, Shanghai University of Finance and Economics",FALSE,POINT (121.4692071 31.2322758)
Chen Xiao Ying,2.4,China,health information,1299,58,"Hong Kong, Hong Kong",China,,,,TRUE,POINT (114.1628131 22.2793278)
Chen Xueli,2.4,China,pharmaceuticals,1299,69,"Weihai, China",China,,,,TRUE,POINT (122.1152599 37.5120997)
Kiat Chiaravanont,2.4,Thailand,diversified,1299,,"Hong Kong, Hong Kong",Thailand,,,,FALSE,POINT (114.1628131 22.2793278)
Todd Christopher,2.4,United States,hair care products,1299,58,"Clearwater, Florida",United States,Married,,,TRUE,POINT (-82.8001026 27.9658533)
Mark Coombs,2.4,United Kingdom,finance,1299,60,"London, United Kingdom",United Kingdom,,,,TRUE,POINT (-0.1276474 51.5073219)
Luigi Cremonini & family,2.4,Italy,meat processing,1299,82,"Modena, Italy",Italy,Married,4,,TRUE,POINT (10.9359609 44.5384728)
Smita Crishna-Godrej,2.4,India,consumer goods,1299,70,"Mumbai, India",India,Married,2,,FALSE,POINT (72.8773928 19.0759899)
Dai Lizhong,2.4,China,medical testing,1299,52,"Changsha, China",China,,,"Master of Science, Peking University; Ph.D, Princeton University",TRUE,POINT (112.9335861 28.2302056)
Eduardo de Pontes,2.4,Brazil,payments processing,1299,41,"Rio de Janeiro, Brazil",Brazil,Married,,,TRUE,POINT (-43.2093727 -22.9110137)
Chetan Dube,2.4,United States,technology,1299,55,"New York, New York",United States,,,"Bachelor of Science, Indian Institute of Technology Delhi",TRUE,POINT (-74.00601519999999 40.7127281)
Stephen Feinberg,2.4,United States,private equity,1299,61,"New York, New York",United States,Married,3,"Bachelor of Arts/Science, Princeton University",TRUE,POINT (-74.00601519999999 40.7127281)
Abhay Firodia,2.4,India,automobiles,1299,76,"Pune, India",India,Married,4,,FALSE,POINT (73.8544541 18.521428)
Fu Mingkang & family,2.4,China,manufacturing,1299,58,"Ningbo, China",China,Married,,,TRUE,POINT (121.6203873 29.8622194)
Gao Jifan & family,2.4,China,solar equipment,1299,56,"Changzhou, China",China,Married,,"Master of Science, Jilin University; Bachelor of Science, Nanjing University",TRUE,POINT (119.9691539 31.8122623)
Geng Jianming,2.4,China,real estate,1299,58,"Langfang, China",China,Married,1,"Master of Business Administration, Nanyang Technology University; Bachelor of Arts/Science, North China Institute of Astronautic Engineering",TRUE,POINT (116.6997446 39.5128345)
Sebastian Glaser,2.4,Germany,sensor technology,1299,,"Munich, Germany",Germany,,,,FALSE,POINT (11.5753822 48.1371079)
Adi Godrej,2.4,India,consumer goods,1299,79,"Mumbai, India",India,Widowed,3,"Bachelor of Arts/Science, Massachusetts Institute of Technology; Master of Science, Massachusetts Institute of Technology",FALSE,POINT (72.8773928 19.0759899)
Jamshyd Godrej,2.4,India,consumer goods,1299,72,"Mumbai, India",India,Married,2,"Bachelor of Science in Engineering, Illinois Institute of Technology",FALSE,POINT (72.8773928 19.0759899)
Nadir Godrej,2.4,India,consumer goods,1299,70,"Mumbai, India",India,Married,3,"Master of Business Administration, Harvard Business School; Bachelor of Science in Engineering, Massachusetts Institute of Technology; Master of Science in Engineering, Stanford University",FALSE,POINT (72.8773928 19.0759899)
Philip & Cristina Green,2.4,United Kingdom,fashion retail,1299,69,"London, United Kingdom",United Kingdom,Married,2,,TRUE,POINT (-0.1276474 51.5073219)
Lawrence Ho,2.4,Hong Kong,casinos,1299,44,"Hong Kong, Hong Kong",Hong Kong,Married,1,"Bachelor of Arts/Science, University of Toronto",FALSE,POINT (114.1628131 22.2793278)
Donald Horton,2.4,United States,homebuilding,1299,71,"Fort Worth, Texas",United States,Married,2,"Bachelor of Arts/Science, University of Central Arkansas",TRUE,POINT (-97.33274590000001 32.753177)
Douglas Hsu,2.4,Taiwan,diversified,1299,78,"Taipei, Taiwan",Taiwan,Married,3,"Bachelor of Arts/Science, Notre Dame University; Master of Arts, Notre Dame University",FALSE,POINT (121.5636796 25.0375198)
Koo Kwang-mo,2.4,South Korea,LG,1299,43,"Seoul, South Korea",South Korea,Married,,"Bachelor of Arts/Science, Rochester Institute of Technology; Master, Stanford Graduate School of Business",FALSE,POINT (126.9782914 37.5666791)
Jonathan Kwok,2.4,Hong Kong,Real Estate,1299,29,"Hong Kong, Hong Kong",Hong Kong,,,"Bachelor of Business Administration, Cornell University",FALSE,POINT (114.1628131 22.2793278)
Luo Yangyong & family,2.4,China,mining,1299,45,"Panzhihua, China",China,Married,,,TRUE,POINT (101.7179276 26.5860102)
Gail Miller,2.4,United States,car dealerships,1299,77,"Salt Lake City, Utah",United States,Married,5,"Drop Out, University of Utah",TRUE,POINT (-111.8867975 40.7596198)
Robert Miller,2.4,United Kingdom,retail,1299,75,"Montreal, Canada",Canada,Divorced,2,"Bachelor of Arts/Science, Rider University",TRUE,POINT (-73.61036420000001 45.4972159)
Vadim Moshkovich,2.4,Russia,"agriculture, land",1299,54,"Moscow, Russia",Russia,Married,3,"Bachelor of Arts/Science, Moscow Institute of Radioengineering, Electronics and Automation",TRUE,POINT (37.6174943 55.7504461)
Erwin Franz Mueller,2.4,Germany,drugstores,1299,88,"Ulm, Germany",Germany,Married,1,,TRUE,POINT (9.993433599999999 48.3974003)
Rishad Naoroji,2.4,India,consumer goods,1299,69,"Mumbai, India",India,Single,,"Associate in Arts/Science, Bombay University",FALSE,POINT (72.8773928 19.0759899)
Madhukar Parekh,2.4,India,adhesives,1299,75,"Mumbai, India",India,Married,2,"Bachelor of Science in Engineering, Bombay University; Master of Science, University of Wisconsin",FALSE,POINT (72.8773928 19.0759899)
Gregorio Perez Companc & family,2.4,Argentina,oil & gas,1299,85,"Buenos Aires, Argentina",Argentina,Married,7,"Drop Out, High School",TRUE,POINT (-58.4370894 -34.6075682)
Dmitry Pumpyansky,2.4,Russia,steel pipes,1299,57,"Yekaterinburg, Russia",Russia,Married,1,"Master of Science, Ural State Technical University",TRUE,POINT (60.60825 56.839104)
Austin Russell,2.4,United States,★,1299,26,"Los Altos, California",United States,Single,,"Drop Out, Stanford University",TRUE,POINT (-122.116578 37.3790629)
Hussain Sajwani,2.4,United Arab Emirates,real estate,1299,68,"Dubai, United Arab Emirates",United Arab Emirates,Married,4,"Bachelor of Arts/Science, University of Washington",TRUE,POINT (55.1885387 25.0742823)
Jean Salata,2.4,Chile,finance,1299,55,"Hong Kong, Hong Kong",Chile,Married,,"Bachelor of Business Administration, University of Pennsylvania, The Wharton School",TRUE,POINT (114.1628131 22.2793278)
Karin Sartorius-Herbst,2.4,Germany,biopharmaceuticals,1299,,"Northeim, Germany",Germany,,,,FALSE,POINT (9.9972782 51.705401)
Alice Schwartz,2.4,United States,biotech,1299,94,"El Cerrito, California",United States,Widowed,2,"Bachelor of Arts/Science, University of California, Berkeley",TRUE,POINT (-122.301411 37.9154056)
Antonio Luiz Seabra,2.4,Brazil,cosmetics,1299,78,"London, United Kingdom",Brazil,Married,4,,TRUE,POINT (-0.1276474 51.5073219)
Shen Wenrong,2.4,China,steel production,1299,75,"Zhangjiagang, China",China,Married,2,,TRUE,POINT (120.5514595 31.8782976)
Renate Sick-Glaser,2.4,Germany,sensor technology,1299,,,Germany,,,,FALSE,POINT (10.4234469 51.0834196)
William Stone,2.4,United States,software,1299,66,"Naples, Florida",United States,Married,3,"Bachelor of Arts/Science, Marquette University",TRUE,POINT (-81.7954666 26.1452817)
Elizabeth Sy,2.4,Philippines,diversified,1299,68,"Manila, Philippines",Philippines,,,"Bachelor of Science, Maryknoll College",FALSE,POINT (120.9809674 14.5907332)
Tony Tan Caktiong & family,2.4,Philippines,food,1299,68,"Manila, Philippines",Philippines,Married,3,,TRUE,POINT (120.9809674 14.5907332)
Tang Jinkui & family,2.4,China,"textiles, petrochemicals",1299,65,"Suzhou, China",China,Married,,,TRUE,POINT (120.5810725 31.3016935)
Roman Trotsenko,2.4,Russia,"transport, engineering, real estate",1299,50,"Moscow, Russia",Russia,Married,2,"Master of Laws, Moscow State University",TRUE,POINT (37.6174943 55.7504461)
Donald Trump,2.4,United States,real estate,1299,74,"Palm Beach, Florida",United States,Married,5,"Fordham University; Bachelor of Arts/Science, University of Pennsylvania",FALSE,POINT (-80.4494174 26.6279798)
T.Y. Tsai,2.4,Taiwan,finance,1299,68,"Taipei, Taiwan",Taiwan,Married,1,"EMBA, National Taiwan University; Bachelor of Arts/Science, Tokai University",FALSE,POINT (121.5636796 25.0375198)
